    10     191.5264     187.9067     196.5041
    10     193.0015     192.0485     197.6641
    10     191.6058     190.5392     192.3498
    10     189.4400     190.6298     191.1179
    10     189.8574     189.2760     188.6245
    10     193.7401     191.3775     191.3828
    10     187.8379     190.4284     191.6163
    10     192.1901     188.7510     193.5717
    10     190.1666     189.3159     190.4047
    10     190.1027     190.6413     198.8773
    10     190.8328     188.3117     192.1868
    10     190.2627     190.3276     189.5401
    10     187.7904     188.4508     186.0404
    10     187.2068     191.6534     188.8031
    10     192.0509     185.4371     194.8054
    10     191.4529     189.0792     192.6859
    10     191.6213     188.5355     187.6399
    10     183.9486     191.8263     193.4926
    10     192.9715     188.2535     187.1041
    10     191.6258     191.6554     190.6321
    10     188.1443     190.4489     193.3152
    10     192.3767     188.6522     188.2951
    10     198.3792     184.3676     193.4736
    10     191.8633     191.8954     187.2483
    10     182.7023     189.9989     192.6140
    10     193.1338     198.0578     192.9205
    10     195.0041     193.2758     187.6441
    10     191.0190     191.2608     185.0883
    10     192.7411     188.3297     191.4339
    10     191.1571     191.8416     195.2169
    10     188.5442     190.5076     190.3676
    10     191.3346     188.8472     183.1004
    10     189.0735     193.5306     193.1655
    10     188.4122     190.6860     191.8890
    10     189.5937     191.9856     195.3470
    10     185.6703     189.7215     188.9079
    10     190.7660     192.7170     192.3253
    10     189.5345     187.5105     190.7472
    10     192.6425     188.7469     191.3994
    10     192.0592     184.7864     191.2847
    10     193.6954     181.5085     188.1631
    10     189.8670     191.5016     194.3517
    10     187.7334     190.8310     191.5986
    10     191.1417     192.6064     186.1145
    10     191.9375     189.5027     191.8470
    10     190.3008     189.7179     194.3526
    10     190.7690     185.1883     194.9380
    10     191.6828     190.2026     185.7470
    10     192.3507     186.1872     193.6684
    10     191.0535     186.7068     195.9893
    10     191.1422     189.1813     188.8921
    10     190.1775     192.8232     190.4569
    10     187.6531     191.9517     193.0154
    10     188.4835     191.2542     189.3131
    10     189.6183     186.5778     191.2587
    10     188.8419     186.1648     187.7042
    10     187.9078     193.8262     190.3152
    10     189.4058     190.0730     192.8592
    10     188.1528     190.6501     194.8027
    10     188.6503     190.4908     186.5969
    10     188.3973     187.4625     189.1545
    10     190.4140     187.1099     196.2530
    10     189.4105     191.7549     193.1327
    10     193.5264     187.2807     190.3477
    10     188.8402     190.4016     190.5982
    10     187.5417     194.1193     187.4169
    10     194.1075     194.6816     189.6394
    10     187.5021     191.3067     193.9173
    10     190.9905     193.1813     188.1962
    10     189.2685     194.6936     191.4512
    10     187.2692     184.6251     189.3571
    10     195.2042     194.0717     189.4664
    10     191.8066     191.2021     193.4592
    10     189.7703     189.7306     187.7088
    10     187.0812     186.6468     189.1236
    10     187.0935     189.2511     191.8537
    10     183.7644     191.7849     192.8468
    10     189.0836     187.8948     190.5346
    10     191.2351     194.6151     195.0220
    10     188.8299     189.9777     187.7755
    10     187.4583     189.5589     188.2557
    10     191.9010     189.4147     190.5225
    10     193.4934     186.7763     192.1546
    10     187.2035     186.1983     190.8601
    10     188.9667     189.5003     200.1284
    10     187.1026     191.4084     186.0064
    10     185.5885     192.1662     192.7268
    10     189.3179     189.8119     192.0360
    10     191.6870     189.7050     186.0366
    10     190.7481     191.2140     193.3780
    10     193.9796     189.7926     193.8834
    10     192.1204     190.3985     195.0251
    10     189.0705     188.8953     189.0917
    10     186.9859     190.0912     195.6467
    10     192.5187     187.7792     189.0920
    10     190.9049     197.0865     192.5403
    10     192.3730     189.7194     192.7900
    10     191.4192     190.5278     187.7764
    10     195.0438     189.8014     189.8205
    10     195.6160     189.1096     187.5869
    20     179.4717     180.3637     182.4603
    20     175.2891     178.7619     183.3550
    20     177.9603     181.6701     187.5584
    20     177.3363     179.1566     182.5533
    20     177.6157     180.4138     181.4941
    20     182.0070     178.8702     178.9239
    20     180.8158     178.0564     178.2048
    20     175.5596     181.1903     186.4404
    20     179.1518     171.6158     178.5821
    20     180.8851     176.0461     184.1020
    20     180.2499     180.6490     177.0036
    20     177.1610     177.8484     175.8692
    20     179.1104     184.3469     179.7160
    20     181.3316     181.5973     180.1773
    20     178.3469     180.7712     179.8037
    20     183.8644     182.7436     186.7885
